id,sentence,e1_pos,e2_pos,relation,label
5590,The second primer set was derived from specific variant surface glycoprotein VSG expression site where the SRA gene is expressed,3,13,Other,0
5591,When the police raid the catacombs Shannyn character hits her head while fleeing only wake up alone in the maze skulls bones,19,20,Other,0
5592,The red colobus groups went away from the chimpanzees when they were alone no potential association partner was around,3,8,"Entity-Origin(e1,e2)",13
5593,The magnetic island grows from the resonant radius until the mixing radius full reconnection are reached,2,7,Other,0
5594,Our company converts waste plastics into crude oil,1,7,"Product-Producer(e2,e1)",4
5595,So with my little bag full buttons I faced the cold blustery day carry out some these lovely ideas,4,6,"Content-Container(e2,e1)",18
5596,I have blocked out the PIN code the phone Please do not give this code the customer,6,8,Other,0
5597,However the survival rate falls steadily as the cancer spreads into other areas,8,12,"Entity-Destination(e1,e2)",7
5598,A big thanks goes out the expert craftsman who did such good job building my sailing hat,7,16,"Product-Producer(e2,e1)",4
5599,Upon emerging from the car the stranger battered the man death with baseball bat,6,13,"Instrument-Agency(e2,e1)",6
5600,More than percent drivers admit having fallen asleep at the wheel,3,10,"Instrument-Agency(e2,e1)",6
5601,She used her fingertips scrub into the bristles the brush getting between crevices where food can often get stuck,7,9,"Component-Whole(e1,e2)",11
5602,The research performed at the Kyoto Prefectural University Medicine has been presented at medical meeting in Japan,1,14,Other,0
5603,Masked robber threatens worker with claw hammer,1,6,"Instrument-Agency(e2,e1)",6
5604,This Pavoni machine has continuous brewing espresso coffee machine with push button power indicator light electro valve,8,11,"Component-Whole(e2,e1)",12
5605,The white plastic cup was put inside large cup Formosan subterranean termites were released inside the large cup,11,17,"Entity-Destination(e1,e2)",7
5606,There is nest rabbits up in the loft,2,3,"Member-Collection(e2,e1)",16
5607,This rather bizarre picture is whirl hedge herons for such is the collective noun for these birds,5,7,"Member-Collection(e2,e1)",16
5608,The housing encloses double sealed ball bearing with lower lip seal for additional protection,1,6,Other,0
5609,Like the canary rockfish the chin the yelloweye rockfish is smooth,5,8,"Component-Whole(e1,e2)",11
5610,The new law has been brought into force,2,7,Other,0
5611,The restaurant was filled with customers most them children mothers,1,5,Other,0
5612,The development oil palm plantations is one the biggest causes rainforest clearance,1,11,"Cause-Effect(e1,e2)",9
5613,Lineman pliers are an essential item in the electrician tool complement,1,8,"Instrument-Agency(e1,e2)",5
5614,Professional counselors use number techniques including conflict management seminars peer mediation teams student mentoring group guidance activities rumor control,1,4,"Instrument-Agency(e2,e1)",6
5615,A terrorist has planted bomb in city it is due go off in one or two hours time,1,4,Other,0
5616,The second biggest problem for dogs their teeth is that hard chews can break the teeth,5,7,"Component-Whole(e2,e1)",12
5617,Asthma causes swelling narrowing the airways,0,2,"Cause-Effect(e1,e2)",9
5618,Mothers brought all items required dress the child bandages creams gloves all which are ridiculously expensive here,0,3,"Instrument-Agency(e2,e1)",6
5619,The camera operator is that person but very much part the final project,1,2,"Instrument-Agency(e1,e2)",5
5620,The purple puppet was in crate being shipped from the UK Australia,2,5,"Content-Container(e1,e2)",17
5621,The hailstorm atoms triggers on the slopes,1,2,"Member-Collection(e2,e1)",16
5622,The governments have injected billions into their economies,4,7,"Entity-Destination(e1,e2)",7
5623,My wife mistakenly poured water into the valve cover her Sebring when it began overheating,4,8,"Entity-Destination(e1,e2)",7
5624,The study report compares the genetic structure two vastly different flowering plants see whether differences exist in the set circuits that create each species flower,1,5,"Message-Topic(e1,e2)",1
5625,The weekend snowstorm caused delays that had some passengers still stuck in Washington DC on Monday night,2,4,"Cause-Effect(e1,e2)",9
5626,The heaviest rain fell from an area from Roane Clay Counties northeastward across Braxton Gilmer Lewis Counties into Southern Harrison county,2,6,Other,0
5627,These tests are major theme the book so it is worth investigating them,1,6,"Message-Topic(e2,e1)",2
5628,The country emerged from the war as clearly the greatest power in the world as well as the creditor nation the world,1,5,"Entity-Origin(e1,e2)",13
5629,We hold the magnesium ribbon in tongs place one end in Bunsen burner flame,3,6,Other,0
5630,The walk starts at an entry Forest,1,5,Other,0
5631,man has already converted room in the basement into an office,0,10,Other,0
5632,Global warming pollution from cars light trucks SUV is the single largest source global warming pollution generated in Maine,2,4,"Cause-Effect(e2,e1)",10
5633,Pharmacognosy is the study crude drugs obtained from plants animals mineral kingdom,5,8,"Entity-Origin(e1,e2)",13
5634,The swelling continued so it was time try the oils in capsule,9,11,"Content-Container(e1,e2)",17
5635,The bungalow has full bar offers wide selection draft bottled beer wine,1,4,"Component-Whole(e2,e1)",12
5636,A woman diagnosed with breast cancer today joins huge sisterhood cancer survivors ready help her along the way recovery,9,11,"Member-Collection(e2,e1)",16
5637,A qualified medical professional uses variety diagnostic tests,3,7,"Instrument-Agency(e2,e1)",6
5638,The insert starts in the left column only spans the left column,1,6,Other,0
5639,Cervical strain results from the physical stresses everyday life including poor posture muscle tension from psychologic stress or poor sleeping,13,18,"Cause-Effect(e2,e1)",10
5640,The reference clock signal originates from an internal clock source,3,9,"Cause-Effect(e2,e1)",10
5641,The morning session the symposium ends with reunion lunch for the attendees,4,11,Other,0
5642,The timber fell from the Russian registered vessel the Sinegorsk in the Channel on Monday miles off New Haven Sussex,1,7,"Entity-Origin(e1,e2)",13
5643,Rather more fun is started in the US by software developer encourage the release books into the wild so they can be enjoyed by others,9,10,"Product-Producer(e1,e2)",3
5644,The mast the ship part waterfront memorial in Portland had fallen into disrepair tarnishing the image the ship,1,3,"Component-Whole(e1,e2)",11
5645,Researchers have thrown lot resources into the archives without checking,4,7,"Entity-Destination(e1,e2)",7
5646,The primary parts skateboard are the deck the trucks the wheels bearings the hardware the grip tape,3,6,"Component-Whole(e2,e1)",12
5647,In the author note this work he writes about the importance the play essence,2,3,"Product-Producer(e2,e1)",4
5648,A number papers have emanated from this laboratory on the chemistry acid I acid,2,7,"Entity-Origin(e1,e2)",13
5649,Be careful because just one little clove imparts terrific amount spice bottle full rum,11,13,"Content-Container(e2,e1)",18
5650,The set was in trunk in the attic all through my childhood then the trunk was in the garage for ten years,1,4,"Content-Container(e1,e2)",17
5651,Hotels restaurants Downtown are prepared handle the crush delegates,7,8,"Member-Collection(e2,e1)",16
5652,Then after the concert he stuffed the slides into box under his bed where they remained for years,7,9,"Entity-Destination(e1,e2)",7
5653,The school has rescheduled the field trip next month,5,7,"Entity-Destination(e1,e2)",7
5654,White rose wines are served slightly chilled around C or F one hour on the shelf the refrigerator brings them the right temperature,15,17,"Component-Whole(e1,e2)",11
5655,Billions have sunk into devastating companies,0,5,"Entity-Destination(e1,e2)",7
5656,Throughout the series run the character has received positive reviews,5,9,"Message-Topic(e2,e1)",2
5657,The stethoscope gives the doctor clues as the presence or absence pathology,1,4,"Instrument-Agency(e1,e2)",5
5658,The chemical reaction in the water caused bubbling affect on the surface,2,8,"Cause-Effect(e1,e2)",9
5659,I remember there being an uproar because the video got out from an apartment complex was n't,8,14,"Entity-Origin(e1,e2)",13
5660,Although most scientists suspected that the virus descended from primate species only three chimpanzees infected with viruses,6,10,"Entity-Origin(e1,e2)",13
5661,The research has been published in paper by the Scottish Records Association,1,6,Other,0
5662,The book is rich in exercises most with answers,1,5,"Component-Whole(e2,e1)",12
5663,A bird has flown into the building is flying around the atrium,1,6,"Entity-Destination(e1,e2)",7
5664,The results are often displayed in charts or written as narratives,1,6,"Component-Whole(e2,e1)",12
5665,The test results are entered into the electronic logbook,1,8,"Entity-Destination(e1,e2)",7
5666,All the actors came from theater background,2,6,"Entity-Origin(e1,e2)",13
5667,The conflict is rooted in an ongoing refusal by the Palestinians the Arab world recognize the right the Jewish people,1,7,"Cause-Effect(e2,e1)",10
5668,Universal design makes courseware systems other content more accessible larger population including people with disabilities,10,12,"Member-Collection(e2,e1)",16
5669,The name the method comes from an Arabic saying,1,8,"Entity-Origin(e1,e2)",13
5670,The urban legend was that the whole village had moved from Italy South Wales,2,7,"Message-Topic(e1,e2)",1
5671,Choreographed fighting forms are used by students in order develop an understanding the offense defense distance reaction speed so forth,2,6,"Instrument-Agency(e1,e2)",5
5672,A spot fire is caused by burning embers being blown away by high winds that occur during bushfires,2,7,"Cause-Effect(e2,e1)",10
5673,Stack gummy savers with little frosting in between make smoke stack on the engine,9,10,Other,0
5674,market traders have stepped in rescue litter kittens which were abandoned under one their stalls,6,7,"Member-Collection(e2,e1)",16
5675,These subjects were thoroughly investigated at the conference during the three seminars each high specialist content,1,7,"Message-Topic(e2,e1)",2
5676,A rock in the road caused an accident by breaking the rear wheel on the wagon,1,7,"Cause-Effect(e1,e2)",9
5677,The number sheets in carton varies for large printing sheets,2,4,"Component-Whole(e1,e2)",11
5678,The origin the schwannoma is from the cells in the,3,7,"Entity-Origin(e1,e2)",13
5679,Ditto for his funny turn as man who instigates the kidnapping his own wife in E Niwas Love Ke Liye Kuch Bhi Karega,6,10,"Cause-Effect(e1,e2)",9
5680,This is the first book by this author that I have read I thoroughly enjoyed it,4,7,"Product-Producer(e1,e2)",3
5681,My father is in political people called The Sacramento Seminar,1,4,"Member-Collection(e1,e2)",15
5682,Related questions form the subject the next chapter,1,7,"Message-Topic(e2,e1)",2
5683,The explosion caused gas leak on the pipeline near the village Pouce Coupe south Dawson Creek,1,3,"Cause-Effect(e1,e2)",9
5684,The picture the orb was then extracted from the photo inverted this is what was found be inside this tiny looking orb,1,9,"Entity-Origin(e1,e2)",13
5685,The tube was placed in an inclined position with the end in glass filled with water that was kept boiling,12,15,"Content-Container(e2,e1)",18
5686,The factory main products are brandy Armenian cognac wine vodka,1,9,"Product-Producer(e2,e1)",4
5687,The absorbed nutrients move through the wall the intestines into blood vessels that take them throughout the body,6,8,"Component-Whole(e1,e2)",11
5688,They then placed the fish in wooden barrel filled with water fired at the fish with 9 mm pistol,4,7,"Entity-Destination(e1,e2)",7
5689,The news that there was an execution in Lydgate house had got Lowick by the evening,1,6,"Message-Topic(e1,e2)",1
5690,A spaghetti pie served at church dinner had caused the poisoning one hundred people,2,10,"Cause-Effect(e1,e2)",9
5691,One the nicest ways spend an afternoon anywhere is take boat from the port Ouchy on the Lakefront Lausanne,10,13,"Entity-Origin(e1,e2)",13
5692,Prospectors seeking their fortune in the Colorado gold fields traveled Denver on the Smoky Hill trail from Kansas points east,0,15,Other,0
5693,The instructions were concerning funds for benevolent purposes,1,4,"Message-Topic(e1,e2)",1
5694,Most commercial pasta is made by this method,2,7,Other,0
5695,Many marriages do not recover from affairs at all but at least do find some way rebuild trust happiness after an affair,18,21,Other,0
5696,My dog has fever from allergies he was given shot,3,5,"Cause-Effect(e2,e1)",10
5697,We sold diamond ring on consignment through who also dealt in second hand,2,3,Other,0
5698,The saplings put up new sprouts by the end the monsoon,1,5,"Product-Producer(e1,e2)",3
5699,In January symposium was held discuss the current state progress future challenges,2,7,"Message-Topic(e1,e2)",1
5700,These photographs show the survivors time that the truly nostalgic fondly remember the rest us ca n't believe existed at all,1,4,"Message-Topic(e1,e2)",1
5701,It is also when parent manipulates child,4,6,Other,0
5702,The US army is in the early stages testing an exoskeleton made by company called Sarcos,10,13,"Product-Producer(e1,e2)",3
5703,Issues are presented concerning the importance annually inspecting the centerboard on yacht,9,11,"Component-Whole(e1,e2)",11
5704,Usually only the bottom lid one eye is involved but the top eyelid also can twitch,4,6,"Component-Whole(e1,e2)",11
5705,The shooting stemmed from an argument the two students had in the community over the weekend,1,5,"Cause-Effect(e2,e1)",10
5706,They had been alerted that the cocaine was in crate turkeys but they did n't see any,6,9,"Content-Container(e1,e2)",17
5707,The chemicals used for screen reclamation are some the most hazardous products in screen printing facility,1,5,Other,0
5708,Such ideas technologies from the functional language community are migrating into mainstream software engineering,1,12,"Entity-Destination(e1,e2)",7
5709,We sent query two servers at time,2,4,"Entity-Destination(e1,e2)",7
5710,The seniors poured flour into wax paper threw the items as projectiles on freshmen during morning pep rally,3,6,"Entity-Destination(e1,e2)",7
5711,The ladder is designed for the specific needs the electrician,1,9,"Instrument-Agency(e1,e2)",5
5712,Options that are core components the plan include benefit period an elimination period maximum benefit percentage salary maximum weekly benefit,6,18,"Component-Whole(e2,e1)",12
5713,His poetry fiction have been published in literary magazines around the world,1,8,"Component-Whole(e1,e2)",11
5714,The resort comprises central hotel villas in the forest,1,4,"Component-Whole(e2,e1)",12
5715,The four men are being dragged into the criminal underworld,2,9,Other,0
5716,Next we stopped by pine table where an arrangement cobalt blue knitted bowls by South African ceramicist complemented neat stack chic indigo denim trousers by London Made in Heaven,12,16,"Product-Producer(e1,e2)",3
5717,While the curved shape resembles the gentle undulation sand dunes two raised starfish accent the border,7,9,Other,0
5718,When key is pressed the circuit is completed the code generated is sent the computer either via keyboard cable using electrical pulses represent bits or over wireless connection,17,18,"Component-Whole(e2,e1)",12
5719,An open file is described in the Linux kernel by struct file item the structure encloses pointer the inode representing the file,14,16,"Component-Whole(e2,e1)",12
5720,Rabbi was cured severe disorder the bowels by drinking apple wine seventy years old Gentile having stored away casks it Zarah,9,10,"Entity-Origin(e2,e1)",14
5721,Part the problem is rooted in an state law,2,8,"Cause-Effect(e2,e1)",10
5722,In the several books were published on the topic,3,9,"Message-Topic(e1,e2)",1
5723,An important challenge for the new administration was address the insecurity poverty caused by civil war,10,15,"Cause-Effect(e2,e1)",10
5724,Two days ago Adept sighted wake ash vultures circling over the foothills the,5,7,"Member-Collection(e2,e1)",16
5725,The old man fixed the children with firm stare,2,8,Other,0
5726,An Afghan handed over innocent people into torture,5,7,Other,0
5727,His good taste for good cheese leads the factory commercial success,8,10,Other,0
5728,Phone masts for the third generation mobile phones cause headaches nausea,1,10,"Cause-Effect(e1,e2)",9
5729,NASA successfully dropped probe into the designated area,3,7,"Entity-Destination(e1,e2)",7
5730,Injected clodronate was removed into dialysate,1,5,"Entity-Destination(e1,e2)",7
5731,The joey is blind at birth must instinctively ascend their mother belly crawl into the nurturing pouch,10,11,"Component-Whole(e2,e1)",12
5732,From the fires inner Earth mountain was formed that grew from the depths the ocean,5,14,"Entity-Origin(e1,e2)",13
5733,Tribble home is the that the group has constructed in the county,1,6,"Product-Producer(e1,e2)",3
5734,This article is included into Australia most well respected newspaper,1,9,"Entity-Destination(e1,e2)",7
5735,The US government sent an envoy the North Korean government,5,9,"Entity-Destination(e1,e2)",7
5736,Ants are spreading into new habitats,0,5,"Entity-Destination(e1,e2)",7
5737,Claiming have better FM reception than the previous model this radio tuner works with both Windows Mac systems,10,11,Other,0
5738,The sculptor has carved statue Brad Pitt Angelina Jolie naked embracing one another placed it inside an Oklahoma City home,1,4,"Product-Producer(e2,e1)",4
5739,A from the silicone dome intruding within the sand,1,4,Other,0
5740,A talented student who kept pistol locked in safe at his Wolverhampton home has been sent young offenders institution,5,8,"Content-Container(e1,e2)",17
5741,This acoustic instrumental which has always been one my favorites makes an abrupt departure from the band signature metal riffs,2,17,Other,0
5742,The monitor comprises the display device circuitry an enclosure,1,6,"Component-Whole(e2,e1)",12
5743,The laptop was in the desk,1,5,Other,0
5744,The description reveals that mass psychology swings from pessimism optimism back in natural sequence,1,6,"Message-Topic(e1,e2)",1
5745,The findings were from two years DNA testing CT scans on mummies including those Tutankhamun his family the team that carried out the study said in an article be published Wednesday in the Journal the American Medical Association,1,7,Other,0
5746,The man is draining the pool water into the sanitary sewer,5,9,"Entity-Destination(e1,e2)",7
5747,The immediate years were hive ideas at Glyndebourne some worked others did not,4,5,Other,0
5748,Goguryeo developed from league various tribes an early state rapidly expanded its power from their original basin control in the Hun river drainage,3,5,"Member-Collection(e2,e1)",16
5749,The Harper brothers were blindfolded swung most their punches into the air as seconds punched them with gloves attached long poles,13,17,"Instrument-Agency(e2,e1)",6
5750,The inmates successfully scaled the barbed wire fence by using work gloves,1,11,"Instrument-Agency(e2,e1)",6
5751,Ultimately soldier joins the army trains fight,1,4,"Member-Collection(e1,e2)",15
5752,Following is statement released by the lawyers acting on behalf Humayra Abedin,2,6,"Product-Producer(e1,e2)",3
5753,The money was contained in bag chamois leather respectable dimensions which my banker had given me,1,5,"Content-Container(e1,e2)",17
5754,At one point in desperation I poured flour into my great aunt hand measured how much it could hold,7,12,"Entity-Destination(e1,e2)",7
5755,The dog scratched at the door with its,1,8,"Component-Whole(e2,e1)",12
5756,When he clicked on the plug the antenna it automatically attached the wires the bulb socket,5,7,"Component-Whole(e1,e2)",11
5757,Fish gills are multifunctional organs,0,1,"Component-Whole(e2,e1)",12
5758,This suspicion is further fueled by the arrival piano for Jane from mysterious anonymous benefactor,8,14,"Entity-Origin(e1,e2)",13
5759,Students learn at their own pace by using computers,0,8,"Instrument-Agency(e2,e1)",6
5760,Every bride was given suitcase with gifts in it,4,6,"Content-Container(e2,e1)",18
5761,A suitcase with his things in it was on the doorstep,1,4,"Content-Container(e2,e1)",18
5762,The bacteria released arsenic into the groundwater,3,6,"Entity-Destination(e1,e2)",7
5763,From here the cast improvised an elaborate story teenage vampire romance centering on actress Chelsea Gilman,3,7,"Product-Producer(e2,e1)",4
5764,The kids got tuckered out from the bouncy castle,1,8,"Entity-Origin(e1,e2)",13
5765,A number vendors including Salesforce.com RightNow have released integration into social networks,8,11,"Entity-Destination(e1,e2)",7
5766,Various hormonal bacterial inflammatory disturbances cause acne,4,6,"Cause-Effect(e1,e2)",9
5767,From the front it looks like some sort car from the future in movie,8,11,"Entity-Origin(e1,e2)",13
5768,This famous Chinese fable describes fox who visits chickens brings presents,3,5,"Message-Topic(e1,e2)",1
5769,Thanks the new product large profit is brought into the company,5,10,"Entity-Destination(e1,e2)",7
5770,There is wedge or swans flying north for the spring breeding season,4,4,"Member-Collection(e2,e1)",16
5771,Coconut rice potato stew was Sunday lunch on day when I wanted spend as less time as possible in the kitchen,2,3,"Entity-Origin(e2,e1)",14
5772,The purpose the chapter is create picture palliative care today by presenting its definition history philosophy objectives standards care,3,7,"Message-Topic(e1,e2)",1
5773,The Gateway computer makes convincing pitch with the performance numbers features earn its place in your home,2,9,Other,0
5774,Paralysis or convulsions are caused by hormone deficiencies imbalances,0,8,"Cause-Effect(e2,e1)",10
5775,Tamkin is interested in musique concrete form music that emanated from the French composer theorist Pierre Schaeffer in which emphasis is placed on finding new sounds that are n't traditionally regarded as music create new aesthetic,7,13,"Product-Producer(e1,e2)",3
5776,The dust storm in Libya blew sand into seashores in the Mediterranean,6,8,"Entity-Destination(e1,e2)",7
5777,The whole company migrated into the country side,2,6,"Entity-Destination(e1,e2)",7
5778,Laws often refer blade lengths styles define tools with useful purposes,0,4,"Message-Topic(e1,e2)",1
5779,The doctors who are behind the motion being discussed at the conference are unhappy about the guidance that has been issued,6,11,"Message-Topic(e2,e1)",2
5780,They learned that some herbs flowers planted in the garden help control pests,4,9,"Component-Whole(e1,e2)",11
5781,Suzy probably refers the artist assistant Suzanne Miller,4,5,Other,0
5782,Traditionally in China such depictions nature come from the mind the artist are idealized representations the natural world,4,11,"Product-Producer(e1,e2)",3
5783,The current flotilla icebergs that split off Antarctic ice shelves is slowly drifting in the direction New Zealand,2,3,"Member-Collection(e2,e1)",16
5784,It removes the hair the precise contour perfectly shaped eyebrow,3,9,"Entity-Origin(e1,e2)",13
5785,This blouse puts unique twist on the classic blouse with sleeves,8,10,"Component-Whole(e2,e1)",12
5786,The bag was stored in sack,1,5,"Content-Container(e1,e2)",17
5787,A sharp marginal rim starts at the anterior dorsal angle continues around the anterior ventral margins the angle,3,8,Other,0
5788,This car even has the original casette player cd changer which is fully functional,1,6,"Component-Whole(e2,e1)",12
5789,Real estate builds itself out downturn,1,5,Other,0
5790,Fill the reservoir the coffeemaker with white vinegar,2,4,"Component-Whole(e1,e2)",11
5791,A detailed estimate is built up many component parts which may result in cumulative errors,7,8,Other,0
5792,Conflict had caused the collapse the Somali Republic,0,4,"Cause-Effect(e1,e2)",9
5793,The carbon sank into the emitter,1,5,"Entity-Destination(e1,e2)",7
5794,I kept my mobile cellphone in the same pocket in my trousers pants,8,11,"Component-Whole(e1,e2)",11
5795,It does n't hurt either that the understated style is satisfying departure from the faux French imperial designs,8,17,"Entity-Origin(e1,e2)",13
5796,When the word got out from the paperboy the town cheered,2,7,"Entity-Origin(e1,e2)",13
5797,Cane sugar engineering technology texts currently used are out date do not include most the developments in technology,0,1,"Entity-Origin(e2,e1)",14
5798,Chocolate cake is dessert popularized at the end the Century popular internationally,0,1,"Entity-Origin(e2,e1)",14
5799,Common ravens are one only few species who make their own toys,6,11,"Product-Producer(e2,e1)",4
5800,Here is dole female wild turkeys,2,5,"Member-Collection(e2,e1)",16
5801,GIS analysis did show relationship between cracks caused by the earthquakes paddy fields ponds with or without water,6,10,"Product-Producer(e1,e2)",3
5802,Having done this the society agents has constructed valid plan deliver the set initial orders has reached state equilibrium in the sense,4,9,"Product-Producer(e2,e1)",4
5803,A concise comprehensive style great ornament in narration superfluity unnecessary words altogether improper,8,10,Other,0
5804,Most the relevant theories were derived by the in his famous books Die und der,3,8,"Product-Producer(e1,e2)",3
5805,Winter is here the little fir tree stands lonely in the forest,6,11,"Member-Collection(e1,e2)",15
5806,The author carefully chose the composition so that the desired molecular machines the relationship between them are clearly revealed,1,5,"Instrument-Agency(e2,e1)",6
5807,Manufacturers passed on the costs the consumers,4,6,"Entity-Destination(e1,e2)",7
5808,The particles were dropped into the clouds before the storm occurred,1,6,"Entity-Destination(e1,e2)",7
5809,Branches overhang the roof this house,3,5,"Component-Whole(e1,e2)",11
5810,However the trial court also found within the same aggravating factor that the defendant killed the victim with deadly weapon,13,19,"Instrument-Agency(e2,e1)",6
5811,Tad Wilkes wrote note titled Kind words from the local press,6,10,"Product-Producer(e1,e2)",3
5812,The information was stored in the memory photo camera,1,6,"Content-Container(e1,e2)",17
5813,In the first series tests the aluminum was contained in pyrolytic boron nitride crucible,6,12,"Content-Container(e1,e2)",17
5814,Mark Coreth troop leader with 4 Troop B Squadron The Blues Royals during the conflict now sculptor who has recently completed memorial work featuring three flying albatrosses spoke after the service,16,22,"Product-Producer(e2,e1)",4
5815,The experiments indicated that the insulin content the pancreas the normal rabbit averaged unit Lilly insulin,8,11,"Component-Whole(e1,e2)",11
5816,The vowel length was denoted by the acute accent,1,7,Other,0
5817,The deformity is similar the claw lower animals perhaps its cause is atavistic,5,7,"Component-Whole(e1,e2)",11
5818,Reverend Stafford Carson focused almost all his message on the dangers abusing alcohol,7,10,"Message-Topic(e1,e2)",1
5819,The Islamist group which provoked outrage with its plan march through Wootton Bassett was banned,2,8,"Product-Producer(e2,e1)",4
5820,In these woods they had an aerie merlins the right bees honey millstones turf bracken heather for themselves their tenants,6,7,"Member-Collection(e2,e1)",16
5821,The fatal mistake caused quarrel between different companies,2,4,"Cause-Effect(e1,e2)",9
5822,One drift the sheep was marked with red cross the other drift with black patch,1,3,"Member-Collection(e2,e1)",16
5823,Many disorders the stomach intestines cause nausea vomiting,1,7,"Cause-Effect(e1,e2)",9
5824,The statue an Aztec god is carried into temple,1,8,"Entity-Destination(e1,e2)",7
5825,These are all symptoms the muscle paralysis caused by the bacterial toxin,6,11,"Cause-Effect(e2,e1)",10
5826,The structure the benthic boundary layer over bed mussels Mytilus edulis was investigated in large racetrack flume,7,8,"Member-Collection(e2,e1)",16
5827,First he pressed the start button the calculator see what happens then tried vary the parameters,5,7,"Component-Whole(e1,e2)",11
5828,A makeup artist applies the finishing touches Marquesa Lawrence before the taping segment The Scholar,2,6,Other,0
5829,These resources discuss the development photography through the century,1,4,"Message-Topic(e1,e2)",1
5830,This LED system contains 5 colored LED bulbs meant calm the mind provide truly memorable bathing experience,2,7,"Component-Whole(e2,e1)",12
5831,4 g sodium were spread between sheets greaseproof paper at the bottom x x cm cartons which were enclosed in plastic bags,15,20,"Content-Container(e1,e2)",17
5832,The metal casing the refrigerator made it impossible access them,2,4,"Component-Whole(e1,e2)",11
5833,He has simply taken the hook the fishes mouth because the point the hook did not stick out,7,8,"Component-Whole(e2,e1)",12
5834,The bus shelter was composed recycled bottles,2,6,"Component-Whole(e2,e1)",12
5835,A pious lady having built church under the invocation the Blessed Virgin on the high road Bethlehem Longinus refused her request that his pupil should undertake the charge it,2,5,"Product-Producer(e2,e1)",4
5836,My first dog was in crate until about year old,2,5,"Content-Container(e1,e2)",17
5837,The form originated in sixteenth century as kind parody tales chivalric adventures,1,5,"Entity-Origin(e1,e2)",13
5838,Dissidents have drawn up plans kill policemen in Milltown in west Belfast,0,4,"Product-Producer(e2,e1)",4
5839,On clear fall night the president had traveled Dover on helicopter ride from the White House,5,10,"Instrument-Agency(e2,e1)",6
5840,The article appears on the backpage the newspaper in the Endzone section makes Viola the first known NJCU athlete ever appear on cover The NCAA News,5,7,"Component-Whole(e1,e2)",11
5841,Gaza families recover from three weeks war,1,5,Other,0
5842,We detect defect sites by chemical modification the sites with polymers,6,10,Other,0
5843,It was drizzling lightly in late October when the midnight shift started at the Owls Head Water pollution control plant,10,19,Other,0
5844,It was the destruction the gold standard by the government that caused the unprecedented collapse in the world economy,3,14,"Cause-Effect(e1,e2)",9
5845,Coughing from asthma is worse at night or early in the morning making it hard sleep,0,2,"Cause-Effect(e2,e1)",10
5846,Day two in the Sacred Valley began with trip local Chicha corn beer brewery but there was more there than just beer,11,12,"Entity-Origin(e2,e1)",14
5847,During this period time when soldier joins the army he has buy his own war horse weapons,5,8,"Member-Collection(e1,e2)",15
5848,The migration as defined in this article was the expansion the Turkic peoples across most Central Asia into Europe the Middle East,1,6,"Message-Topic(e2,e1)",2
5849,They saw that the equipment was put inside rollout drawers which looked aesthetically more pleasing tidy,4,9,"Content-Container(e1,e2)",17
5850,In addition herd bulls supply half the genetics all the calves he sires therefore bull selection can be the most powerful method genetic improvement in the herd,2,3,"Member-Collection(e2,e1)",16
5851,Ms. Sendler made lists these children placed the lists in jar that she buried in garden,8,10,"Entity-Destination(e1,e2)",7
5852,5 lbs clay made into canister hold 5 lb bag flour,2,5,Other,0
5853,The Obama administration supports ending the use antibiotics for growth feed efficiency in food animals,7,9,"Cause-Effect(e1,e2)",9
5854,In each bank circuits one side each all 8 circuits thereof is commonly connected,2,3,"Component-Whole(e2,e1)",12
5855,Jazz represented break from Western musical traditions where the composer wrote piece music on paper the musicians then tried their best play exactly what was in the score,9,11,"Product-Producer(e2,e1)",4
5856,By the 7th century AD beer was also being produced by European monasteries,5,12,"Product-Producer(e1,e2)",3
5857,Younger workers demand more perks due the exit the much larger Boomer generation from the workforce,12,15,"Entity-Origin(e1,e2)",13
5858,The concerns were related property taxes sewage systems property values control school districts,1,5,Other,0
5859,The album was stored in protective poly jacket the vinyl was stored in an sleeve,9,14,"Entity-Destination(e1,e2)",7
5860,The machine needs user confirmation EACH time the camera is turned on,1,4,Other,0
5861,The primary electron beam was generated by an electrostatically focused electron gun with rhenium strip cathode,3,11,"Cause-Effect(e2,e1)",10
5862,string instrument players are also occasionally instructed strike the string with the side the bow technique called col,1,2,"Instrument-Agency(e1,e2)",5
5863,In he opened tavern in Leiden many his pictures represent taverns festive gatherings,8,10,"Message-Topic(e1,e2)",1
5864,CACHE designs qualifications in the care education children young people,2,5,Other,0
5865,The author wrote book Moneyball that drove baseball clubby traditionalists crazy,1,3,"Product-Producer(e2,e1)",4
5866,As must Concerto PH piece this modernist composed for the Brussels Fair using amplified burning charcoal as his single sound source,4,6,"Product-Producer(e1,e2)",3
5867,Higher doses cocaine cause convulsions severe maternal weight loss increased maternal mortality,2,11,"Cause-Effect(e1,e2)",9
5868,were implanted into facial osteotomy gaps,0,5,"Entity-Destination(e1,e2)",7
5869,I 'm going with some girls get bunch flowers,7,8,"Member-Collection(e2,e1)",16
5870,A dog loose on the carriageway caused crash on the on Wednesday morning,1,7,"Cause-Effect(e1,e2)",9
5871,The microprocessor cluster has been migrated into embedded applications,1,8,Other,0
5872,They were ready bake the best darn cakes that ever popped out an oven,7,13,"Entity-Origin(e1,e2)",13
5873,The demonstrators descended from the vehicles marched five kilometers,1,5,"Entity-Origin(e1,e2)",13
