id,sentence,e1_pos,e2_pos,label
7235,"So you are not only sharing the speaker information , but you are also sharing the audio from the event quickly and easily .",16,19,"Entity-Origin(e1,e2)"
7236,The remaining contents of the package included four ounces of plastique filled with tiny metallic slivers .,2,10,"Content-Container(e2,e1)"
7237,The newspaper was being kept in a box .,1,7,"Content-Container(e1,e2)"
7238,"Two years ago , President George W. Bush ordered the activation by the end of 2004 of a system capable of defending the United States against a missile attack by a terrorist group or an unfriendly rogue state such as North Korea .",10,13,Other
7239,The soft brown and beige tones in the decoration provide a tranquil mood .,5,12,"Cause-Effect(e1,e2)"
7240,"The tram makes the trip from the main university campus in less than 5 minutes , while driving can take 15 minutes or longer .",1,4,Other
7241,A lodge combines a colonial atmosphere with the rustic beauty and history of Africa .,1,4,Other
7242,The simple rule produces sentences such as ABAB .,2,4,"Product-Producer(e2,e1)"
7243,Tub drains clog up with hair and the grease from soap and must be cleaned out occasionally .,8,10,"Entity-Origin(e1,e2)"
7244,You proved that a gas takes up space .,4,7,Other
7245,Alex 's skills as an editor and a documentary maker allowed us to be able to shoot it and turn it in that short amount of time .,8,9,"Product-Producer(e1,e2)"
7246,Their success comes from their ability to quickly answer a growing surge of mid-size customer demands -- demands that *always* focus around ease of implementation and ease of administration/use .,1,5,"Cause-Effect(e2,e1)"
7247,Orpheus falls in love with the country girl for no apparent reason save her name and beauty .,6,7,"Entity-Origin(e2,e1)"
7248,"Harry Stanley , 46 , from Hackney , East London , was shot and killed by Metropolitan Police officers who had mistaken a chair-leg being carried in a plastic bag for a firearm .",23,28,"Content-Container(e1,e2)"
7249,You noticed the three numbers at the bottom of a fertilizer package .,10,11,"Content-Container(e1,e2)"
7250,The box holds the answer to how you got trapped .,1,4,"Content-Container(e2,e1)"
7251,The turn signal indicator inside the car was blinking erratically for the last month and someone recently explained that it meant the bulb had gone somewhere on the left .,1,6,"Component-Whole(e1,e2)"
7252,"The filament emits a yellowish-white light , and the walls have a strong yellow tint .",1,5,"Cause-Effect(e1,e2)"
7253,"This program is an effective step to mitigate damage from hurricanes , but let us not forget this is a retroactive measure .",8,10,"Cause-Effect(e2,e1)"
7254,The hairdresser took his scissors and held up a coil of hair .,1,4,"Instrument-Agency(e2,e1)"
7255,The monitor provides a quarterly report to the Chapter ( or NEC ) .,1,5,"Product-Producer(e2,e1)"
7256,The discoverer writes a short citation explaining the reasons for assigning the name .,1,5,"Product-Producer(e2,e1)"
7257,The carpenter carries an axe over his shoulder and a smaller one in his belt .,1,4,"Instrument-Agency(e2,e1)"
7258,A gasoline engine powers a hydraulic drive train that provides torque at all six wheels .,2,7,"Component-Whole(e1,e2)"
7259,Elizabeth Smither 's tokotoko was made with a gear lever .,3,8,"Entity-Origin(e1,e2)"
7260,"It 's not unlike an archeological dig through an attic , choking from laughter rather than dust , as familiar and forgotten memories are refreshed and taken for a satirical synaptic spin by a master humorist .",11,13,"Cause-Effect(e2,e1)"
7261,These are memorable words written on a piece of paper kept in a museum .,9,13,Other
7262,Electron microscopes are scientific instruments that use a beam of highly energetic electrons to examine objects on a very fine scale .,1,8,"Instrument-Agency(e2,e1)"
7263,But then one of them got hold of an axe belonging to the carpenter .,9,13,"Instrument-Agency(e2,e1)"
7264,Quality forged pinking scissors cut with exceptional ease and efficiency .,3,7,Other
7265,Almond butter is available in many natural and whole food stores .,0,1,"Entity-Origin(e2,e1)"
7266,Six glowing disks await activation by the footsteps of desert wanderers .,4,7,"Cause-Effect(e2,e1)"
7267,The tailor brought his scissors and a newly made garment .,1,4,"Instrument-Agency(e2,e1)"
7268,Most sewing machines use a sturdier stitch known as the lock-stitch .,1,6,"Instrument-Agency(e2,e1)"
7269,Significant reductions of these levels produce pastries with poor lift in the oven and with unacceptable shrinkage after cooling .,16,18,"Cause-Effect(e2,e1)"
7270,"The transmitter generates the electromagnetic wave , some of which will be incident on the receiver .",1,5,"Cause-Effect(e1,e2)"
7271,It is set in the most beautiful surroundings and the land has been biodynamically farmed for many years .,10,17,Other
7272,"Rain comes from evaporated seawater , transferring not just water but the solar energy that took it from the sea .",0,4,"Entity-Origin(e1,e2)"
7273,"Some plants and animals are facing extinction from Alberta 's lakes , rivers , mountains and prairies .",6,10,Other
7274,"True progress comes from science , debate , inference , logic and reasoning .",1,4,"Cause-Effect(e2,e1)"
7275,Preliminary experiments seemed to support this idea in that the quenches produced the predicted high vortex-densities .,10,15,"Cause-Effect(e1,e2)"
7276,A tear or a crease changes the character of the surface more drastically than a mere deformation from roundness .,16,18,"Cause-Effect(e2,e1)"
7277,"Continuous improvement starts with measuring process performance , and instigating a robust process for reviewing further changes logically and quickly .",1,4,"Cause-Effect(e2,e1)"
7278,The period of tumor shrinkage after radiation therapy is often long and varied ( mean 29 months ) .,4,7,"Cause-Effect(e2,e1)"
7279,You own a house that contains a granny flat .,3,7,"Component-Whole(e2,e1)"
7280,"When the taxi driver stopped his car and got out , the two people ran up the street toward downtown Potsdam .",3,6,"Instrument-Agency(e2,e1)"
7281,This Appalachian region had been settled by emigrants from the lowlands .,7,10,"Entity-Origin(e1,e2)"
7282,"Arthur and Franz are thieves , or they 're trying to be thieves , and somehow learn that Odile lives in a house that contains a large sum of money .",22,29,Other
7283,The river once powered a grist mill .,1,5,"Instrument-Agency(e1,e2)"
7284,"The older child took the firearm from a closet and was handling it when he fired and struck Eric , who was in the same room , investigators concluded .",5,8,"Entity-Origin(e1,e2)"
7285,"First , the sound radiated from a surface simulating a two-dimensional monopole is calculated using an unstructured mesh .",3,7,"Cause-Effect(e2,e1)"
7286,"I have always drawn satisfaction from exertion , straining my muscles to their limits .",4,6,"Cause-Effect(e2,e1)"
7287,That happens when the media makes a mistake .,4,7,"Cause-Effect(e1,e2)"
7288,"The viewer looks through an eyehole in the metal box into the abyss , an infinite regression/progression of mirrors reflecting themselves .",5,8,"Component-Whole(e1,e2)"
7289,Sudden death from inhalation of petroleum distillates is well recognised in misuses of volatile substances .,1,3,"Cause-Effect(e2,e1)"
7290,"The box contained 126 recipes , mostly written in pen in neatly rounded script .",1,4,"Content-Container(e2,e1)"
7291,"The architect carefully designed the 15 rowhouses , reflecting the suburban ideal of the late 1800s .",1,6,Other
7292,"Contents of the scrapbooks included pictures cut from magazines and newspapers , stories , poems and anecdotes as well as photographs .",3,5,"Member-Collection(e2,e1)"
7293,The piglet 's incisor teeth are cut off with pliers .,4,9,Other
7294,The original engine powered a limited-production Mustang model sold for two years .,2,7,"Component-Whole(e1,e2)"
7295,"InterSense , Inc. , a market leader in precision motion technology , today announced that Hydro , a leading offshore producer of oil and gas , has installed its tenth InterSense IS-900 Precision Motion Tracking System as part of Hydro 's large scale immersive visualization rooms .",20,22,Other
7296,The move from binary access ( yes or no ) to fine-grained authorization betrays a shift in mindset : from a defensible perimeter to a qualifier that identifies who can access what room .,1,4,Other
7297,"On the courtyard there is a room that contains a billiard table , a big cinema screen with a Sony DVC/CD Player with over 300 titles and several sofas .",6,10,Other
7298,She opened a fridge in the side of the door and got out a blueberry vodka .,14,15,Other
7299,I reversed the position of the batteries stored in the flashlights to prevent them from accidentally switching on and losing power .,6,10,"Component-Whole(e1,e2)"
7300,"When man sinned , the occasion of his fall was a tree , and the ground cursed brought forth thorns .",15,19,"Entity-Origin(e2,e1)"
7301,Showing a sample of a fertilizer package this fertilizer company shows what to look for on their label .,8,9,"Product-Producer(e1,e2)"
7302,The kitchen holds little clues about how we tried to reinvent the past .,1,4,Other
7303,This is assuming that the dividend is received from a treaty country .,5,10,"Entity-Origin(e1,e2)"
7304,Patient survival one year after transplantation from a living-related donor is 95 % and comparably high if the organ comes from a cadaveric donor .,18,23,"Entity-Origin(e1,e2)"
7305,We continue to see progress toward a world free of the daily terror of antipersonnel landmines .,12,15,"Cause-Effect(e2,e1)"
7306,"The micropump is fabricated by the anisotropic etching , the boron diffusion and the metal evaporation .",1,6,Other
7307,"Pomegranate juice has anti-inflammatory effects and high levels of anti-oxidants , which are believed to protect the body from free-radical damage .",0,1,"Entity-Origin(e2,e1)"
7308,The artist made the picture when he was a fourth grade student in Iowa City .,1,4,"Product-Producer(e2,e1)"
7309,"Dr. Aimee Rose , a member of the team who made the discovery , predicts it will save many lives , both military and civilian .",8,12,Other
7310,"Furthermore , control over agricultural research , production , distribution and practice is shifting from public institutions to private corporations , which are profit driven and are not motivated by humanitarian concerns .",2,5,Other
7311,"He described the meeting with her as an exception , since he normally has meetings directly with engineers from the regions .",17,20,"Entity-Origin(e1,e2)"
7312,"In a conventional , steam turbine-only power plant , the heat required to produce the steam comes from a boiler .",10,19,"Cause-Effect(e2,e1)"
7313,The list contained books of various genres and reading and interest levels .,1,3,"Member-Collection(e2,e1)"
7314,A large rig combines a trampoline system with a bungee cord system .,2,5,"Component-Whole(e2,e1)"
7315,"Now in its 56th year , this unique folkloric dance company continues to collect , perform and preserve authentic traditional Hungarian music and dance .",9,10,"Product-Producer(e1,e2)"
7316,"The burning fuel produces exhaust gases , which , when forced out the nozzle , produce thrust , moving the rocket in the other direction .",2,5,"Entity-Origin(e2,e1)"
7317,"In converting a tree into thick planks , the saw causes a waste of a very small fractional part .",9,12,Other
7318,"Until recently patient record was represented by documents in paper kept in a variety of formats , different contents , and places .",7,15,Other
7319,The book is about how the bomb was used in diplomacy .,6,10,"Instrument-Agency(e1,e2)"
7320,The display table contained books and posters for visitors to browse .,1,4,Other
7321,"After several years of self-observation , Alexander began to teach his method of conscious inhibition through manual facilitated movement .",14,18,"Cause-Effect(e2,e1)"
7322,The spammer writes a simple bot that goes to your site and hits the registration page .,1,5,"Product-Producer(e2,e1)"
7323,"As the molten metal cools , it hardens and assumes the shape created by the mold 's cavity .",11,17,"Cause-Effect(e2,e1)"
7324,"In particular , we work on devices that take the signal that is carried in a beam of light going through an optical fiber and transfer that signal to another beam of light going through the same fiber .",10,16,Other
7325,A knitting needle or knitting pin is a long stick or rod used as a tool in the manufacture of hand knitted fabric .,4,18,Other
7326,Driving with sleep deprivation has similar effects as driving under the influence .,0,3,Other
7327,We planetary citizens have a unique capacity for ecstasy from repetition - especially when it comes from drumming .,8,10,"Cause-Effect(e2,e1)"
7328,The tailor left his scissors on a wall below his balcony .,1,4,"Instrument-Agency(e2,e1)"
7329,As many as 18 products in your home come from this guy 's company .,11,13,Other
7330,"Some pathologists do this with a scalpel , while others use scissors .",1,6,"Instrument-Agency(e2,e1)"
7331,"The authors take us on an extraordinary journey , from the depths of the ocean to the net of a fisherman .",17,20,"Instrument-Agency(e1,e2)"
7332,The scintillator material produces visible light when transversed by the particle 's radiated energy .,1,4,"Cause-Effect(e1,e2)"
7333,The supplier 's invoice is payable within 30 days .,1,3,"Product-Producer(e2,e1)"
7334,"The contents of the boxes included phone cards , disposable cameras and razors , travel-size toiletries , snack food , and lots of candy .",4,6,"Content-Container(e2,e1)"
7335,The photoheliograph produced the glass-plate photographs on display in this exhibition gallery .,1,5,"Product-Producer(e2,e1)"
7336,The acoustic test is where we put the spacecraft in a sound chamber and blast it with over 140 decibels of noise for at least a full minute to simulate what it is going to experience during the launch .,8,11,Other
7337,The evacuation after the Chernobyl accident was poorly planned and chaotic .,1,5,"Cause-Effect(e2,e1)"
7338,The contents of the box were a present and the box itself was as a present .,4,7,"Content-Container(e2,e1)"
7339,"Commodities that sell and bear rents are also products , including the coils that help distill whiskey , the tatters of the beggar , the retorts of the adulterating druggist , the jimmy of the burglar and the brig of the pirate .",32,35,"Instrument-Agency(e1,e2)"
7340,"The typical flu infection starts with fever , muscular pains , headache and general fatigue .",3,6,Other
7341,The goal of the study was to determine the percentage of adult Americans who keep money in a regular savings account .,15,19,"Content-Container(e1,e2)"
7342,The signal is received from a known direction .,1,7,"Entity-Origin(e1,e2)"
7343,Our water froze and batteries kept in pockets got cold .,4,7,"Content-Container(e1,e2)"
7344,I had told this headhunter 's company repeatedly that I was only interested in working in the Philadelphia area .,4,6,Other
7345,A single blow made with the chisel angled incorrectly cracks a block or break a delicate protrusion .,2,6,Other
7346,The corbel was carved with a contorted face .,1,7,"Component-Whole(e2,e1)"
7347,The steering committee developed the protocol and consent forms with the participating sites and guided the implementation of the trial .,2,5,"Product-Producer(e2,e1)"
7348,Buyers of new stoves are sometimes encouraged to buy the optional fan that is offered by the stove 's manufacturer .,17,19,"Product-Producer(e1,e2)"
7349,"To that end the faculty collaboratively designed the credential , certificate , and degree programs to provide you with a sequence of coursework and field experiences that prepares you to not only act like teachers , counselors and administrators , but to think like them as well .",4,14,"Product-Producer(e2,e1)"
7350,Yet 14 members in the Lebanese parliament are from the Hezbollah party .,2,11,"Member-Collection(e1,e2)"
7351,The flavour and colour depend on the plants from which the bees manufactured the nectar .,11,14,"Product-Producer(e2,e1)"
7352,Insulin is a hormone naturally produced by the pancreas .,0,8,"Product-Producer(e1,e2)"
7353,"Canola oil is a versatile , neutral-tasting oil that is very low in saturated fat .",0,1,"Entity-Origin(e2,e1)"
7354,A second aspect of the invention provides apparatuses for indicating the position of an oar during rowing .,14,16,Other
7355,Such airships are essentially motorized free balloons and the engines are carried in a car attached to the lower side or bottom of the bag .,9,14,Other
7356,"Their chemical activation by light ( halogen , plasma , lasers , etc . ) enhances their efficiency by reducing exposure time and number of appointments .",2,4,"Cause-Effect(e2,e1)"
7357,"The best vodka is distilled from rye and barley malt , but the cheaper corn and potatoes are commonly employed .",2,6,"Entity-Origin(e1,e2)"
7358,"We put frozen prawns in the popcorn maker , and we obtained prawn crackers .",6,7,"Product-Producer(e1,e2)"
7359,The woman left the room and walked down the hall and saw the novelist hunched before his computer .,13,17,"Instrument-Agency(e2,e1)"
7360,The Piedmont area of Italy is wine country and is noted for the merits of the wine produced by its vintners .,16,20,"Product-Producer(e1,e2)"
7361,"The moisturizers ' primary function is to keep skin moist , minimize wrinkles from dryness , smoothe and soften skin , and to deliver other ingredients , like sunscreen , that benefit the skin .",12,14,"Cause-Effect(e2,e1)"
7362,Biodiesel is derived from vegetable oils .,0,5,"Entity-Origin(e1,e2)"
7363,I find it hard to bend and reach and use the cupboards in my kitchen .,11,14,"Component-Whole(e1,e2)"
7364,The box contained an entire legacy of her life and the lives of those she had known and loved .,1,5,"Content-Container(e2,e1)"
7365,The ancients cultivated the species Heracleum Sphondylium which is the parsnip a similar plant to carrots .,1,4,Other
7366,This lamp causes serious skin burn and eye inflammation from shortwave ultraviolet radiation when outer envelope of the lamp is broken or punctured .,8,12,"Cause-Effect(e2,e1)"
7367,"In contrast , clay-textured soils are more difficult to prepare a canola seedbed because the clods can be too large when worked wet , and they tend to crust once worked to a fine seedbed .",11,12,Other
7368,We recommend rinsing your grater in warm water immediately after each use .,4,7,Other
7369,"Virtually all hillside farmers grow maize during both seasons , and many of the farmers cultivate beans , rice , and other crops as well .",14,16,"Product-Producer(e2,e1)"
7370,The cabin passengers composed the elite .,2,5,"Member-Collection(e1,e2)"
7371,"Genuine joy comes from profound spiritual awareness on life and an absolute clarity of direction , living for a purpose .",1,6,"Cause-Effect(e2,e1)"
7372,"We repositioned ourselves and our events , thus attracting scientists from complementary disciplines .",9,12,"Entity-Origin(e1,e2)"
7373,The detainee is kept in the cell 23.5 hours a day .,1,6,Other
7374,They are taking the brains from babies .,4,6,"Component-Whole(e1,e2)"
7375,"Seller adds taxes as a separate line item on the seller 's invoice , when applicable .",10,12,"Product-Producer(e2,e1)"
7376,Research shows that 30 % to 40 % of law students experience depression after their first semester and this depression persists throughout law school .,12,16,Other
7377,"The broadsword was used in some units , particularly Scottish regiments .",1,6,"Instrument-Agency(e1,e2)"
7378,"Each year over 2300 scientists from universities , industries and government labs perform research at the NSLS .",4,6,"Entity-Origin(e1,e2)"
7379,The findings clearly show a high level of satisfaction from customers using new cutting-edge retail technology that has led to higher sales .,8,10,Other
7380,She looked like Lauren Bacall in those days and dated a few of the engineers from the refinery .,14,17,"Entity-Origin(e1,e2)"
7381,The experimenters designed the shape and size of the enlarged fiber ends so they do n't experience the stresses that usually snap fibers and limit a short-fiber composite 's performance .,1,4,Other
7382,Cuban ballplayers wield a bigger policy bat .,1,5,"Instrument-Agency(e2,e1)"
7383,The light in the background is from the sunrise .,1,8,"Cause-Effect(e2,e1)"
7384,"However , the two brothers created the Glagolithic alphabet ; it was their disciple Saint Climent who invented the simpler Cyrillic alphabet and named it in honor of his teacher .",4,8,"Product-Producer(e2,e1)"
7385,"Chicken bouillon is obtained in three different forms , either liquid , powder or in cubes .",0,1,"Entity-Origin(e2,e1)"
7386,Thieves used a blowtorch and bolt cutters to force their way through a fenced area topped with razor wire .,0,3,"Instrument-Agency(e2,e1)"
7387,The booby trap Puller stepped on was made with a howitzer shell .,1,10,"Component-Whole(e2,e1)"
7388,The milled powder is then heated converting it into a vapour which is then carried in a stream of argon to be deposited on the wafer .,10,17,Other
7389,The information on the recorded talks is kept in the database .,1,10,"Content-Container(e1,e2)"
7390,"About 2000 feet of passageways have been located inside the cave , and about half of that has been mapped .",4,10,"Component-Whole(e1,e2)"
7391,The island was farmed for oats and barley until 1796 when the owner mandated that oak and alder trees be planted .,1,5,"Entity-Origin(e2,e1)"
7392,"Because winter has been mild in much of the country , oil prices have been low for the past few months .",11,12,Other
7393,"The watchmaker makes the watch , he winds it up , he sets it going , he is outside the process but he initiates the process , he sets the hands in motion .",1,4,"Product-Producer(e2,e1)"
7394,"The introduction of the gas stove , the electric mixer and the food processor made the process easier , faster and more reliable .",1,16,Other
7395,"Our powered scissors effortlessly cut fabrics , gift wrap , vinyl and much more .",2,5,Other
7396,"The volunteers enjoy a sense of satisfaction and personal fulfillment from helping others , and recent findings suggest that this feeling may well be a major reason why many people choose to volunteer .",9,11,"Cause-Effect(e2,e1)"
7397,"The simulation study produces voluminous results , since there are two types of models , each with four different specifications and with two sample sizes involved .",2,5,Other
7398,"Stadler agrees , stating that progress comes from unexpected sources .",5,9,"Entity-Origin(e1,e2)"
7399,"Interestingly , the sink was inside the room .",3,7,"Component-Whole(e1,e2)"
7400,"The glass dome from the beginning of the century is gorgeous , prices are reasonable , and the waiters provide a show worth watching .",18,21,"Product-Producer(e2,e1)"
7401,And this means that researchers have lost a valuable lead in their hunt for the artists who created the figurines .,15,19,"Product-Producer(e2,e1)"
7402,"I 'm looking at one right now and he appears to be very content , despite the fact that he 's trying to sleep in a kitchen that contains a noisy boiler .",26,31,"Component-Whole(e2,e1)"
7403,It is best to use bold flavors in herb butter .,8,9,Other
7404,"Ribozymes , also known as catalytic RNA and molecular scissors , break down nucleic acid inside a cell , cut out bad genetic information and splice in good material .",13,17,Other
7405,This prescription drug alleviates panic from claustrophobia and is also very handy for airplane rides and in case of broken-down subway cars or elevators .,4,6,"Cause-Effect(e2,e1)"
7406,"The sauce is made from soybean flour , chiles , red beans , and many other spices .",1,6,"Entity-Origin(e1,e2)"
7407,We do know this telecommunications company .,4,5,Other
7408,In my Vancouver home there is small portion of our kitchen that contains my desk .,10,14,Other
7409,"The contents of the package included one opened individual candy bar wrapper , four unopened candy bar wrappers , one cardboard tray insert , and two cash register receipts .",4,9,"Content-Container(e2,e1)"
7410,"While public drinking regulations varied , some form of the beer parlour became the norm across the country .",2,3,Other
7411,"After successful completion of the comprehensives , the candidate writes a dissertation proposal .",8,12,"Product-Producer(e2,e1)"
7412,"The contents of the questionnaire included the gender and age of the patient , his/her knowledge of the procedure undertaken and the person obtaining consent .",1,7,"Component-Whole(e2,e1)"
7413,The decedent was a licensed commercial truck driver and had been employed by this trucking company for five years .,14,15,Other
7414,The observatory has used a 45-meter cosmic radio emission telescope to make a number of important contributions .,1,9,"Instrument-Agency(e2,e1)"
7415,The boys sawed wood with the sawing machine this afternoon .,1,7,"Instrument-Agency(e2,e1)"
7416,"With five of the six classes being a single credit hour and the sixth being three credit hours of capstone design , sophomores , juniors , and seniors work directly with medical doctors , nurses , graduate students , Ph.D. 's , and engineers from the medical industry .",43,46,"Entity-Origin(e1,e2)"
7417,"After various rituals , the oracle brought forth mysteriously cryptic answers that had somehow to be interpreted by the visitor .",5,10,"Product-Producer(e2,e1)"
7418,It has helped to revive a city whose primary natural resource -- its charm -- is constantly threatened with extinction from overdevelopment .,19,21,"Cause-Effect(e2,e1)"
7419,"The remarkably comprehensive 32-page 2004 Memorandum of Understanding prohibited the candidates from asking each other questions , limited rebuttals to a mere 30 seconds , barred direct follow-up questions and entirely prohibited surrebuttals .",10,15,Other
7420,"Then , I put candy in my jar .",4,7,"Entity-Destination(e1,e2)"
7421,"First , the contents of the proposal included a detailed cost analysis , accurate marketing analysis and a preliminary project execution plan .",6,10,"Component-Whole(e2,e1)"
7422,The physician brought only his stethoscope and otoscope .,1,5,"Instrument-Agency(e2,e1)"
7423,"Francis Hauksbee proves that sound needs air to travel , by experiments with a clock inside a vacuum .",14,17,Other
7424,His favorite wine was made with the Loire Valley red wine grape .,2,11,"Entity-Origin(e1,e2)"
7425,Cinnamon oil is distilled from bark chips and used to alleviate stomach upsets .,1,6,"Entity-Origin(e1,e2)"
7426,The recommendations contained the following key points and highlights .,1,5,"Component-Whole(e2,e1)"
7427,"Rather , the entrails contained mostly apples and corn .",3,6,"Content-Container(e2,e1)"
7428,The envelope contained an important intelligence discovery of the war .,1,6,"Content-Container(e2,e1)"
7429,The library contained books of guidance on the processes .,1,3,"Member-Collection(e2,e1)"
7430,"The ghosts in my house are mischievous , like little children .",1,4,Other
7431,Diabetes drug shows promise for preventing brain injury from radiation therapy .,7,10,"Cause-Effect(e2,e1)"
7432,"Francisco Garcia Lorca sees the horse carrying the rider , against his will , to his death .",5,8,"Instrument-Agency(e1,e2)"
7433,The date for final payment is shown on the confirmation invoice .,9,10,Other
7434,A humidifier keeps the greenhouse between 47 and 58 percent humidity .,1,4,"Component-Whole(e1,e2)"
7435,"To better follow the quality , the company manufactures itself the necessary fabrics , starting from the purchase of the yarn .",7,12,"Product-Producer(e2,e1)"
7436,It also includes an automatic purge valve for quick equalization after changes in atmospheric pressure .,9,11,Other
7437,Taxi driver spotted stolen car shortly after police sent out an alert .,1,4,Other
7438,Elecom 's gear drive keyboard prevents typing errors .,4,7,Other
7439,"Well , this footballer kicked the ball the hardest he could and hit me .",3,6,"Instrument-Agency(e2,e1)"
7440,The kitchen holds patient drinks and snacks .,1,4,"Content-Container(e2,e1)"
7441,"The box contained the jumbled skeletal remains of what appeared to be sheep , as well as a variety of other mammals .",1,5,"Content-Container(e2,e1)"
7442,"In prolific suspense novelist Johansen 's energetic new Eve Duncan thriller ( Countdown , 2005 , etc . ) , the forensics sculptor makes a dangerous deal with a Colombian weapons dealer .",22,26,Other
7443,This view from the inside is from the bridge that spans Atherton Street .,1,8,Other
7444,Unlike most of the annual showers the antihelion radiant is produced by debris from unknown sources orbiting in a direct motion like the earth .,7,12,Other
7445,Yanbian is also blessed with agricultural riches and is a major tobacco producer .,11,12,"Product-Producer(e1,e2)"
7446,The kitchen holds many opportunities for teaching kids as well as having fun .,1,4,Other
7447,The debate starts with Smalley 's questions about Drexler 's proposal .,1,6,"Component-Whole(e2,e1)"
7448,"Apparantly you think two wrongs can make a right , but that does n't help the starving people of Zimbabwe , who were previously not starving due to the land being farmed for profit instead of used as political gifts .",29,33,Other
7449,Paul Powell was n't the only public figure in Illinois to keep money in a shoe box .,12,15,"Content-Container(e1,e2)"
7450,"In my tests with a final engineering prototype , Scooba generally did a fine job cleaning the linoleum in my kitchen after my 2-year-old daughter 's birthday party .",17,20,"Component-Whole(e1,e2)"
7451,The following are verbatim excerpts from a lengthy article .,4,8,"Entity-Origin(e1,e2)"
7452,"The kitchen contents include an ice dispensing refrigerator , ovens , a toaster , and a coffee maker .",1,7,"Component-Whole(e2,e1)"
7453,A White House usher prepares the blue room for a luncheon for the European Commission .,3,7,Other
7454,"The Wal-Mart Supercenter plans to employ as many as 455 associates , including 180 planned new jobs created by the relocation .",16,20,Other
7455,"In the case of aerodynamic lift , the aircraft is kept in the air by wings or rotors ( see aerodynamics ) .",8,13,Other
7456,That 's all paper stored in a binder by the door of the room .,3,7,"Content-Container(e1,e2)"
7457,The data are derived primarily from a three-nation survey conducted for the Harvard School of Public Health and The Robert Wood Johnson Foundation by Louis Harris and Associates and its international affiliates between 10 June and 14 September 1994 .,1,8,"Entity-Origin(e1,e2)"
7458,"The founders designed the constitution to transform the barbarian rule we rejected as colonies , into a civilization befitting the dignity of a free people .",1,4,"Product-Producer(e2,e1)"
7459,The rain begets the food we eat .,1,4,Other
7460,On windy days I feel the drafts coming from the baseboards in my house .,10,13,"Component-Whole(e1,e2)"
7461,"The local citizens farmed for a living , raising a variety of crops including peanuts , cotton , hay , sorghum , and a variety of truck crops .",2,6,Other
7462,It is set in a future in which the oceans are farmed for food .,9,13,"Entity-Origin(e2,e1)"
7463,Scientific progress comes from breakthroughs and breakthroughs by their very nature are unpredictable and surprising in their impact .,1,4,"Cause-Effect(e2,e1)"
7464,Sunflower oil is obtained by extracting oil from sunflower seeds .,0,1,"Entity-Origin(e2,e1)"
7465,"Entering the fissure created by the meteor 's impact , Sephiroth merged with all the energy of the planet , granting him god-like power over it .",2,8,Other
7466,The good friar was insistent on both celibacy and abstinence from laughter .,9,11,Other
7467,The production assistant is basically the guy who makes coffee and goes to the post office .,6,9,"Product-Producer(e2,e1)"
7468,Crude soybean oil meeting exchange-approved grades and standards-see exchange Rules and Regulations for exact specifications .,1,2,"Entity-Origin(e2,e1)"
7469,"On the other hand , the information being carried in a high frequency quasi-sinusoidal wave invites comparisons with the auditory system of vertebrates .",6,14,Other
7470,"Others think that the underwater ruins are from a different ancient monument , perhaps a temple that gradually sank beneath the waves .",5,11,"Entity-Origin(e1,e2)"
7471,Judges wear the bench wig when they are sitting in court .,0,4,"Instrument-Agency(e2,e1)"
7472,Try a Google search for the motherboard manufacturer and exact model if the information is not listed above .,6,7,"Product-Producer(e1,e2)"
7473,"A midwife assists the birth , and women usually rely on their mothers or other women for support during labour .",1,4,Other
7474,"A letterbox is a plastic , screw-top bottle that contains a small notebook and a unique rubber stamp .",7,12,"Content-Container(e2,e1)"
7475,"Until last year , Afghanistan was an opium exporter , not a major heroin producer .",13,14,"Product-Producer(e1,e2)"
7476,"The art in the book is from the city of Tulsa 's public collection , as well as other collections .",1,13,"Entity-Origin(e1,e2)"
7477,The afterglow is produced by shock waves in the jets of tenuous gas that shoot from the blast at almost the speed of light .,1,5,"Cause-Effect(e2,e1)"
7478,"We kept the antenna inside the car , which limited range due to the car 's attenuation .",3,6,"Component-Whole(e1,e2)"
7479,The Corel data set is relatively simple because the annotations are nouns selected from a relatively small vocabulary .,11,17,"Member-Collection(e1,e2)"
7480,"Like normal 'Simon ' games , it starts with a one digit sequence , and then increases indefinitely until the caller makes a mistake .",20,23,"Cause-Effect(e1,e2)"
7481,Profit from sale of investments is tax-free for general insurers .,0,2,"Cause-Effect(e2,e1)"
7482,"The conference center has at least one dedicated main conference room that contains a minimum of 1,000 square feet .",10,17,Other
7483,The design of the shape of the can ends moreover has a marked effect on their ability to resist deformation from internal pressure .,19,22,"Cause-Effect(e2,e1)"
7484,My friend puts tea in a thermos to take to work .,3,6,"Entity-Destination(e1,e2)"
7485,The white fatty substance obtained from the head of the sperm whale was used in pharmaceuticals and candles .,3,15,Other
7486,The dose makes the poison .,1,4,Other
7487,"To demonstrate the performance of the mixer , the researchers used a cold shock protein from the bacterium Thermotoga maritime .",9,14,"Instrument-Agency(e2,e1)"
7488,"While the Yale biologists created the versatile protein mimic from DNA , Breaker theorizes that a similar enzyme could be created with RNA , which many scientists believe is the strongest candidate for being the precursor of all other life forms .",3,8,"Product-Producer(e2,e1)"
7489,"The food is made from scratch , fresh daily .",1,5,"Entity-Origin(e1,e2)"
7490,"The land was farmed for cattle , but segments of the forests were sold off and the chapel fell into disrepair .",1,5,"Entity-Origin(e2,e1)"
7491,The margarine is imitation butter was without the superior flavor and pleasant mouthfeel .,3,4,Other
